Subject,Predicate,Object
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/abstract,"The Arab Federation of Iraq and Jordan was a short-lived country that was formed in 1958 from the union of Iraq and Jordan. Although the name implies a federal structure, it was de facto a confederation. The Federation was formed on 14 February 1958, when King Faisal II of Iraq and his cousin, King Hussein of Jordan, sought to unite their two Hashemite kingdoms, as a response to the formation of the United Arab Republic. The union lasted only six months, being officially dissolved on 2 August 1958, after Faisal was deposed by a military coup on 14 July."
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/abstract,アラブ連邦（アラブれんぽう、アラビア語: الاتحاد العربي）は、1958年に存在したイラクとヨルダンによる連邦国家である。肥沃な三日月地帯を再びハーシム家の支配のもとに置こうとしたイラク首相ヌーリー・アッ＝サイードの計画の一環として始まった。
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/abstract,De Arabische Federatie van Irak en Jordanië was een land dat kort bestond in 1958 en de landen Irak en Jordanië verenigde. Hoewel de naam suggereert dat het om een land ging met een federale structuur was het land de facto een confederatie.
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/abstract,"Nieprawidłowe parametry: {| region:{{#property:P300}}}Arabska Federacja Iraku i Jordanii – krótkotrwała federacja Jordanii i Iraku, istniejąca w 1958 roku. Federacja utworzona została 14 lutego 1958 roku jako unia królestw haszymidzkich, mająca być przeciwwagą dla utworzonej dwa tygodnie wcześniej z połączenia Egiptu i Syrii Zjednoczonej Republiki Arabskiej. Głową federacji został król Iraku Fajsal II. Zacieśnienie federacji uniemożliwił przewrót wojskowy w Iraku 14 lipca, w wyniku którego obalono monarchię i proklamowano republikę. Oficjalnie rozwiązano ją 2 sierpnia 1958 roku."
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/abstract,"A Federação Árabe do Iraque e Jordânia foi um país de curta duração que se formou em 1958 a partir da união do Iraque e da Jordânia. Embora o nome implique uma estrutura federal, foi de facto uma confederação. A Federação foi criada em 14 de fevereiro de 1958, quando o rei Faisal II do Iraque e seu primo, o rei Hussein da Jordânia, procuraram unir os dois reinos Hachemitas, como uma resposta à formação da República Árabe Unida. A união durou apenas seis meses, sendo oficialmente dissolvida em 2 de agosto de 1958, após Faisal ser deposto por um golpe militar em 14 de julho."
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/abstract,"Арабская Федерация Ирака и Иордании — непродолжительное по времени государственное образование, которое было сформировано в 1958 из союза Ирака и Иордании. Хотя название подразумевает федеральную структуру, это была де-факто конфедерация.Федерация была сформирована 14 февраля 1958, когда король Ирака Фейсал II и его кузен, король Иордании Хуссейн, стремились объединить свои два Хашимитских королевства, как ответ на формирование Объединенной Арабской Республики. Союз продлился только шесть месяцев, будучи официально расторгнутым 2 августа 1958, после того, как Фейсал был свергнут военным переворотом 14 июля, и чуть позже — казнён."
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/abstract,阿拉伯联邦，又称伊约联邦，是由伊拉克和约旦于1958年组成的一个短命的国家，尽管其名称所暗示的是联邦制，但它实际上是一个邦联。联邦成立于1958年2月14日，当时的伊拉克国王费萨尔二世和他的堂弟，约旦国王侯赛因，试图统一他们的两个哈希姆王国，作为对阿拉伯联合共和国成立的回应。联邦只持续了六个月，在1958年8月2日正式解散，原因是伊拉克国王费萨尔在7月14日的一场军事政变被废黜。
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/dissolutionDate,1958-08-02
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/dissolutionYear,1958
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/foundingDate,1958-02-14
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/foundingYear,1958
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/governmentType,http://dbpedia.org/resource/Confederation
http://dbpedia.org/resource/Arab_Federation,http://xmlns.com/foaf/0.1/name,Arab Federation
http://dbpedia.org/resource/Arab_Federation,http://xmlns.com/foaf/0.1/name,Arab Federation of Iraq and Jordan
http://dbpedia.org/resource/Arab_Federation,http://www.w3.org/2003/01/geo/wgs84_pos#lat,32.5
http://dbpedia.org/resource/Arab_Federation,http://www.w3.org/2003/01/geo/wgs84_pos#long,39.0
http://dbpedia.org/resource/Arab_Federation,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Iraq_(1921–1959).svg
http://dbpedia.org/resource/Arab_Federation,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/Arab_Federation
http://dbpedia.org/resource/Arab_Federation,http://www.w3.org/2003/01/geo/wgs84_pos#geometry,POINT(39 32.5)
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Iraq_(1921–1959).svg?width=300
http://dbpedia.org/resource/Arab_Federation,http://www.georss.org/georss/point,32.5 39.0
http://dbpedia.org/resource/Arab_Federation,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Former_confederations
http://dbpedia.org/resource/Arab_Federation,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Former_countries_in_the_Middle_East
http://dbpedia.org/resource/Arab_Federation,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Former_polities_of_the_Cold_War
http://dbpedia.org/resource/Arab_Federation,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:History_of_the_Middle_East
http://dbpedia.org/resource/Arab_Federation,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Politics_of_Iraq
http://dbpedia.org/resource/Arab_Federation,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Politics_of_Jordan
http://dbpedia.org/resource/Arab_Federation,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:States_and_territories_disestablished_in_1958
http://dbpedia.org/resource/Arab_Federation,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:States_and_territories_established_in_1958
http://dbpedia.org/resource/Arab_Federation,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1950s_in_Iraq
http://dbpedia.org/resource/Arab_Federation,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Iraq–Jordan_relations
http://dbpedia.org/resource/Arab_Federation,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1950s_in_Jordan
http://dbpedia.org/resource/Arab_Federation,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Pan-Arabism
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/wikiPageID,3347480
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/ontology/wikiPageRevisionID,706172840
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/property/commonName,Arab Federation
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/property/conventionalLongName,Arab Federation of Iraq and Jordan
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/property/governmentType,http://dbpedia.org/resource/Monarchy
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/property/governmentType,http://dbpedia.org/resource/Confederation
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/property/yearEnd,1958
http://dbpedia.org/resource/Arab_Federation,http://dbpedia.org/property/yearStart,1958
http://dbpedia.org/resource/Arab_Federation,http://purl.org/voc/vrank#hasRank,_:b0
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q486972
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q6256
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Country
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/PopulatedPlace
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://schema.org/Country
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://schema.org/Place
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Place
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Location
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/AdministrativeDistrict108491826
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Country108544813
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/District108552138
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Location100027167
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Object100002684
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/PhysicalEntity100001930
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Region108630985
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/YagoGeoEntity
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/YagoLegalActorGeo
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/WikicatFormerCountriesInTheMiddleEast
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/WikicatProposedCountries
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#label,الجمهورية العربية الإسلامية
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#label,Arab Islamic Republic
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#label,Arabische Islamische Republik
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#label,República Árabe Islámica
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#label,Projet d'union entre la Tunisie et la Libye
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#label,アラブ・イスラム共和国
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#label,Arabska Republika Islamska
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#label,Арабская Исламская Республика
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#label,República Árabe Islâmica
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#label,阿拉伯伊斯兰共和国
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#comment,"Die Arabische Islamische Republik (arabisch al-Dschumhuriyya al-ʿarabiyya al-islamiyya, DMG al-Ǧumhūrīya al-ʿarabīya al-islāmīya), auch Libysch-tunesische Union, war eine geplante Vereinigung der beiden Staaten Libyen und Tunesien, welche von dem libyschen Staatschef Muammar al-Gaddafi und dem tunesischen Präsidenten Habib Bourguiba vorgeschlagen wurde."
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#comment,"アラブ・イスラム共和国は1974年に提案された国家統一案。現在のチュニジアとリビアでされていた。人口7,856,600人、面積1,923,151km²（両方とも1974年）だった。首都や政府は決まらなかった。"
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#comment,阿拉伯伊斯兰共和国是利比亚和突尼斯在1974年提出的统一提议，由利比亚领导人卡扎菲和突尼斯总统哈比卜·布尔吉巴共同商定，在后来的提案中还包括阿尔及利亚和摩洛哥，但是提议从未付诸实施。
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#comment,"The Arab Islamic Republic (Arabic: الجمهورية العربية الإسلامية‎ al-Jumhūrīyah al-‘Arabīyah al-Islāmīyah) was a proposed unification of Tunisia and Libya in 1974, agreed upon by Libyan head of state Muammar Gaddafi and Tunisian President Habib Bourguiba. Additional countries — Morocco and Algeria — were later included in the proposal, which was never implemented."
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#comment,الجمهورية العربية الإسلامية، هو مشروع وحدة بين تونس وليبيا أعلن عنه في 12 يناير 1974 بين الرئيس التونسي السابق الحبيب بورقيبة والرئيس الليبي السابق معمر القذافي. جاء إعلان الوحدة بصفة مفاجئة بعد انعقاد مقابلة للقائدين في جزيرة جربة إثر زيارة غير مبرمجة للقذافي. كان الاتفاق يقتضي بتولي بورقيبة منصب الرئيس، القذافي منصب نائب الرئيس، عبد السلام جلود منصب الوزير الأول والوزير الخارجية التونسي محمد المصمودي منصب نائب الوزير الأول.
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#comment,"Le projet d'union entre la Tunisie et la Libye a failli mener en 1973-1974 à l'unification de la République tunisienne et de la République arabe libyenne au sein d'un nouvel État qui devait prendre le nom officiel de République arabe islamique (RAI) (الجمهورية العربية الإسلامية). Approuvé par les dirigeants libyen Mouammar Kadhafi et tunisien Habib Bourguiba, il n'a toutefois jamais été mené à son terme."
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#comment,"La República Árabe Islámica o Unión Túnez-Libia fue una propuesta de unificación entre Túnez y Libia ideada entre 1973 y 1974, principalmente por el gobernante libio Muamar el Gadafi y el entonces presidente tunecino Habib Bourguiba. No obstante, la propuesta nunca fue implementada."
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#comment,Arabska Republika Islamska (arab. الجمهورية العربية الإسلامية) - nigdy niezrealizowany projekt zjednoczenia Libii i Tunezji w latach 70.Źródło idei powołania Arabskiej Republiki Islamskiej leży w powstałej w latach 30. XX wieku idei zjednoczenia Maghrebu oraz ideologii panarabskiej. Poglądy te popierał libijski przywódca Muammar al-Kaddafi.W 1972 Kadafi przedstawił koncepcję połączenia Libii i Tunezji w jedno państwo. Przyczynił się do tego problem z utworzeniem przez Libię wraz z Egiptem i Syrią Federacji Republik Arabskich. Projekt ten poparł tunezyjski przywódca Habib Burgiba.
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#comment,"A República Árabe Islâmica ou União Tunísia-Líbia foi uma proposta de unificação da Tunísia e da Líbia em 1974, acordadas pelo governante líbio Muammar al-Kadhafi e pelo presidente da Tunísia Habib Bourguiba. A proposta nunca foi implementada."
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2000/01/rdf-schema#comment,Ара́бская Исла́мская Респу́блика (араб.
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q623944
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2002/07/owl#sameAs,http://fr.dbpedia.org/resource/Projet_d'union_entre_la_Tunisie_et_la_Libye
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2002/07/owl#sameAs,http://cs.dbpedia.org/resource/Arabská_islámská_republika
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/Arabische_Islamische_Republik
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2002/07/owl#sameAs,http://es.dbpedia.org/resource/República_Árabe_Islámica
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2002/07/owl#sameAs,http://id.dbpedia.org/resource/Republik_Islam_Arab
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2002/07/owl#sameAs,http://pl.dbpedia.org/resource/Arabska_Republika_Islamska
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2002/07/owl#sameAs,http://pt.dbpedia.org/resource/República_Árabe_Islâmica
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q623944
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2002/07/owl#sameAs,http://ja.dbpedia.org/resource/アラブ・イスラム共和国
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2002/07/owl#sameAs,http://rdf.freebase.com/ns/m.04yt7c
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/Arab_Islamic_Republic
http://dbpedia.org/resource/Arab_Islamic_Republic,http://www.w3.org/ns/prov#wasDerivedFrom,http://en.wikipedia.org/wiki/Arab_Islamic_Republic?oldid=692323374
http://dbpedia.org/resource/Arab_Islamic_Republic,http://dbpedia.org/ontology/abstract,الجمهورية العربية الإسلامية، هو مشروع وحدة بين تونس وليبيا أعلن عنه في 12 يناير 1974 بين الرئيس التونسي السابق الحبيب بورقيبة والرئيس الليبي السابق معمر القذافي. جاء إعلان الوحدة بصفة مفاجئة بعد انعقاد مقابلة للقائدين في جزيرة جربة إثر زيارة غير مبرمجة للقذافي. كان الاتفاق يقتضي بتولي بورقيبة منصب الرئيس، القذافي منصب نائب الرئيس، عبد السلام جلود منصب الوزير الأول والوزير الخارجية التونسي محمد المصمودي منصب نائب الوزير الأول. كان مقرراً أن يتم المصادقة على الاتفاق بعد إقامة استفتاء في البلدين، لكن أمام عدم ورود نص في الدستور التونسي حول إجراء استفتاء عام تم تأجيله. وقع في النهاية إبطال الاتفاق بعد رفضه من قبل عدد من السياسيين التونسيين على رأسهم الوزير الأول الهادي نويرة، وعدول بورقيبة عنه. أدى إبطال الاتفاق إلى توتر كبير في العلاقة بين بورقيبة والقذافي.32x28pxبوابة ليبيا32x28pxبوابة تونس32x28pxبوابة قومية عربية32x28pxبوابة الوطن العربي32x28pxبوابة عقد 1970
http://dbpedia.org/resource/Arab_Islamic_Republic,http://dbpedia.org/ontology/abstract,"Le projet d'union entre la Tunisie et la Libye a failli mener en 1973-1974 à l'unification de la République tunisienne et de la République arabe libyenne au sein d'un nouvel État qui devait prendre le nom officiel de République arabe islamique (RAI) (الجمهورية العربية الإسلامية). Approuvé par les dirigeants libyen Mouammar Kadhafi et tunisien Habib Bourguiba, il n'a toutefois jamais été mené à son terme. Ce projet s'inscrit dans un contexte troublé pour les deux pays. La Tunisie est affaiblie par la crise économique induite par la politique socialiste menée par l'ancien ministre de l'Économie Ahmed Ben Salah. En Libye, le 1er septembre 1969, Kadhafi renverse le roi Idris Ier et son charisme permet à beaucoup de retrouver en lui le nouveau héros arabe, celui qui effacerait les humiliations vis-à-vis d'Israël — après les défaites successives dans les guerres israélo-arabes dont la toute récente guerre du Kippour —, qui relèverait le défi de l'Occident et rendrait sa fierté au monde arabe."
http://dbpedia.org/resource/Arab_Islamic_Republic,http://dbpedia.org/ontology/abstract,"Die Arabische Islamische Republik (arabisch al-Dschumhuriyya al-ʿarabiyya al-islamiyya, DMG al-Ǧumhūrīya al-ʿarabīya al-islāmīya), auch Libysch-tunesische Union, war eine geplante Vereinigung der beiden Staaten Libyen und Tunesien, welche von dem libyschen Staatschef Muammar al-Gaddafi und dem tunesischen Präsidenten Habib Bourguiba vorgeschlagen wurde."
http://dbpedia.org/resource/Arab_Islamic_Republic,http://dbpedia.org/ontology/abstract,"The Arab Islamic Republic (Arabic: الجمهورية العربية الإسلامية al-Jumhūrīyah al-‘Arabīyah al-Islāmīyah) was a proposed unification of Tunisia and Libya in 1974, agreed upon by Libyan head of state Muammar Gaddafi and Tunisian President Habib Bourguiba. Additional countries — Morocco and Algeria — were later included in the proposal, which was never implemented."
